rank	gene	description	N	n	npat	nsite	nsil	n1	n2	n3	n4	n5	n6	p_classic	p_ns_s	p_clust	p_cons	p_joint	p	q
12907	ESX1	ESX homeobox 1	388725	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12908	ETFA	electron-transfer-flavoprotein, alpha polypeptide (glutaric aciduria II)	453217	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12909	ETNK2	ethanolamine kinase 2	356485	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12910	ETV2	ets variant gene 2	228481	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12911	ETV3	ets variant gene 3	459033	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12912	ETV3L	ets variant gene 3-like	416624	0	0	0	2	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12913	ETV7	ets variant gene 7 (TEL2 oncogene)	414531	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12914	EVC2	Ellis van Creveld syndrome 2 (limbin)	1583119	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12915	EVI2A	ecotropic viral integration site 2A	354718	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12916	EVI5L	ecotropic viral integration site 5-like	566801	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12917	EVL	Enah/Vasp-like	533231	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12918	EVPLL	envoplakin-like	217336	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12919	EXD1	exonuclease 3'-5' domain containing 1	712853	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12920	EXD2	exonuclease 3'-5' domain containing 2	645535	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12921	EXOC3	exocyst complex component 3	897559	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12922	EXOC3L	exocyst complex component 3-like	635894	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12923	EXOC3L2	exocyst complex component 3-like 2	342092	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12924	EXOC5	exocyst complex component 5	863008	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12925	EXOC8	exocyst complex component 8	863920	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12926	EXOSC1	exosome component 1	268432	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12927	EXOSC3	exosome component 3	306740	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12928	EXOSC4	exosome component 4	245355	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12929	EXOSC7	exosome component 7	385652	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12930	EYA1	eyes absent homolog 1 (Drosophila)	839713	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12931	EYA3	eyes absent homolog 3 (Drosophila)	806795	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12932	F10	coagulation factor X	586063	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12933	F2R	coagulation factor II (thrombin) receptor	535297	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12934	F2RL3	coagulation factor II (thrombin) receptor-like 3	194277	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12935	F3	coagulation factor III (thromboplastin, tissue factor)	365082	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12936	FA2H	fatty acid 2-hydroxylase	363218	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12937	FABP2	fatty acid binding protein 2, intestinal	186449	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12938	FABP4	fatty acid binding protein 4, adipocyte	186795	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12939	FABP5	fatty acid binding protein 5 (psoriasis-associated)	150333	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12940	FABP6	fatty acid binding protein 6, ileal (gastrotropin)	249441	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12941	FABP7	fatty acid binding protein 7, brain	186841	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12942	FABP9	fatty acid binding protein 9, testis	186523	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12943	FADD	Fas (TNFRSF6)-associated via death domain	189372	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12944	FADS1	fatty acid desaturase 1	534469	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12945	FAHD1	fumarylacetoacetate hydrolase domain containing 1	255826	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12946	FAHD2B	fumarylacetoacetate hydrolase domain containing 2B	414263	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12947	FAIM	Fas apoptotic inhibitory molecule	320001	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12948	FAIM3	Fas apoptotic inhibitory molecule 3	429744	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12949	FAM100A	family with sequence similarity 100, member A	114414	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12950	FAM100B	family with sequence similarity 100, member B	85122	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12951	FAM101B	family with sequence similarity 101, member B	156039	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12952	FAM102A	family with sequence similarity 102, member A	412383	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12953	FAM102B	family with sequence similarity 102, member B	496177	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12954	FAM104B	family with sequence similarity 104, member B	202268	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12955	FAM105B	family with sequence similarity 105, member B	415308	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12956	FAM107A	family with sequence similarity 107, member A	178366	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12957	FAM107B	family with sequence similarity 107, member B	422449	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12958	FAM108A1	family with sequence similarity 108, member A1	217814	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12959	FAM108B1	family with sequence similarity 108, member B1	408074	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12960	FAM108C1	family with sequence similarity 108, member C1	208399	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12961	FAM109A	family with sequence similarity 109, member A	91509	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12962	FAM110A	family with sequence similarity 110, member A	131258	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12963	FAM111B	family with sequence similarity 111, member B	960897	0	0	0	2	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12964	FAM113A	family with sequence similarity 113, member A	588237	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12965	FAM113B	family with sequence similarity 113, member B	442703	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12966	FAM115A	family with sequence similarity 115, member A	414368	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12967	FAM116A	family with sequence similarity 116, member A	739714	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12968	FAM116B	family with sequence similarity 116, member B	491951	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12969	FAM117A	family with sequence similarity 117, member A	509456	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12970	FAM117B	family with sequence similarity 117, member B	538104	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12971	FAM118B	family with sequence similarity 118, member B	487232	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12972	FAM119A	family with sequence similarity 119, member A	298536	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12973	FAM119B	family with sequence similarity 119, member B	358357	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12974	FAM120C	family with sequence similarity 120C	1226637	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12975	FAM122A	family with sequence similarity 122A	328038	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12976	FAM122B	family with sequence similarity 122B	382586	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12977	FAM123A	family with sequence similarity 123A	573955	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12978	FAM123B	family with sequence similarity 123B	1398971	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12979	FAM123C	family with sequence similarity 123C	735297	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12980	FAM125A	family with sequence similarity 125, member A	317716	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12981	FAM125B	family with sequence similarity 125, member B	382491	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12982	FAM126B	family with sequence similarity 126, member B	734419	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12983	FAM127A	family with sequence similarity 127, member A	137116	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12984	FAM127B	family with sequence similarity 127, member B	146386	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12985	FAM127C	family with sequence similarity 127, member C	130988	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12986	FAM128A	family with sequence similarity 128, member A	54468	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12987	FAM131A	family with sequence similarity 131, member A	343572	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12988	FAM131B	family with sequence similarity 131, member B	470813	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12989	FAM131C	family with sequence similarity 131, member C	203664	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12990	FAM132A	family with sequence similarity 132, member A	139201	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12991	FAM133A	family with sequence similarity 133, member A	286873	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12992	FAM133B	family with sequence similarity 133, member B	255789	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12993	FAM134C	family with sequence similarity 134, member C	571449	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12994	FAM136B	family with sequence similarity 136, member B	163584	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12995	FAM149A	family with sequence similarity 149, member A	663365	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12996	FAM149B1	family with sequence similarity 149, member B1	418376	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12997	FAM150A	family with sequence similarity 150, member A	95424	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12998	FAM151B	family with sequence similarity 151, member B	372103	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
12999	FAM153B	family with sequence similarity 153, member B	346422	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13000	FAM154A	family with sequence similarity 154, member A	645731	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13001	FAM154B	family with sequence similarity 154, member B	528028	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13002	FAM155B	family with sequence similarity 155, member B	397642	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13003	FAM158A	[Not Available]	276638	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13004	FAM159A	family with sequence similarity 159, member A	221544	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13005	FAM160A1	family with sequence similarity 160, member A1	735223	0	0	0	2	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13006	FAM160B1	family with sequence similarity 160, member B1	1049227	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13007	FAM163A	family with sequence similarity 163, member A	157901	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13008	FAM164A	[Not Available]	451291	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13009	FAM164C	[Not Available]	606157	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13010	FAM165B	family with sequence similarity 165, member B	83387	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13011	FAM167A	family with sequence similarity 167, member A	237268	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13012	FAM168B	family with sequence similarity 168, member B	242309	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13013	FAM169B	family with sequence similarity 169, member B	264485	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13014	FAM170B	family with sequence similarity 170, member B	147891	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13015	FAM171B	family with sequence similarity 171, member B	1075566	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13016	FAM172A	family with sequence similarity 172, member A	573738	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13017	FAM173B	family with sequence similarity 173, member B	325021	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13018	FAM174A	family with sequence similarity 174, member A	159556	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13019	FAM174B	family with sequence similarity 174, member B	95018	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13020	FAM175B	family with sequence similarity 175, member B	571153	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13021	FAM176A	family with sequence similarity 176, member A	171687	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13022	FAM177A1	family with sequence similarity 177, member A1	270122	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13023	FAM177B	family with sequence similarity 177, member B	221708	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13024	FAM178B	family with sequence similarity 178, member B	438154	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13025	FAM180B	family with sequence similarity 180, member B	98269	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13026	FAM181A	family with sequence similarity 181, member A	389709	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13027	FAM183A	family with sequence similarity 183, member A	188343	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13028	FAM184B	family with sequence similarity 184, member B	605542	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13029	FAM186B	family with sequence similarity 186, member B	1206952	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13030	FAM189A1	family with sequence similarity 189, member A1	284961	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13031	FAM189A2	family with sequence similarity 189, member A2	604489	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13032	FAM189B	family with sequence similarity 189, member B	609449	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13033	FAM18A	family with sequence similarity 18, member A	274131	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13034	FAM18B	family with sequence similarity 18, member B	277270	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13035	FAM18B2	family with sequence similarity 18, member B2	411152	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13036	FAM190A	family with sequence similarity 190, member A	1069203	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13037	FAM190B	family with sequence similarity 190, member B	1129600	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13038	FAM193B	family with sequence similarity 193, member B	808709	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13039	FAM194A	family with sequence similarity 194, member A	902108	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13040	FAM194B	family with sequence similarity 194, member B	508010	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13041	FAM195A	family with sequence similarity 195, member A	92962	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13042	FAM196B	family with sequence similarity 196, member B	378974	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13043	FAM198A	family with sequence similarity 198, member A	278639	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13044	FAM198B	family with sequence similarity 198, member B	678606	0	0	0	2	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13045	FAM199X	family with sequence similarity 199, X-linked	483632	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13046	FAM19A3	family with sequence similarity 19 (chemokine (C-C motif)-like), member A3	198746	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13047	FAM19A5	family with sequence similarity 19 (chemokine (C-C motif)-like), member A5	122233	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13048	FAM20A	family with sequence similarity 20, member A	576329	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13049	FAM20C	family with sequence similarity 20, member C	99098	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13050	FAM21B	family with sequence similarity 21, member B	1082264	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13051	FAM21C	family with sequence similarity 21, member C	1003919	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13052	FAM22D	family with sequence similarity 22, member D	210250	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13053	FAM22F	family with sequence similarity 22, member F	536890	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13054	FAM22G	family with sequence similarity 22, member G	478939	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13055	FAM24A	family with sequence similarity 24, member A	147016	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13056	FAM24B	family with sequence similarity 24, member B	132136	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13057	FAM25A	family with sequence similarity 25, member A	39299	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13058	FAM26D	family with sequence similarity 26, member D	175350	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13059	FAM26E	family with sequence similarity 26, member E	417036	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13060	FAM26F	family with sequence similarity 26, member F	192680	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13061	FAM32A	family with sequence similarity 32, member A	112766	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13062	FAM36A	family with sequence similarity 36, member A	144222	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13063	FAM38A	family with sequence similarity 38, member A	1002804	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13064	FAM38B	family with sequence similarity 38, member B	2070370	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13065	FAM3B	family with sequence similarity 3, member B	322959	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13066	FAM40A	family with sequence similarity 40, member A	1053188	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13067	FAM40B	family with sequence similarity 40, member B	1109848	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13068	FAM43A	family with sequence similarity 43, member A	193492	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13069	FAM46B	family with sequence similarity 46, member B	369749	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13070	FAM46C	family with sequence similarity 46, member C	528914	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13071	FAM47E	family with sequence similarity 47, member E	266350	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13072	FAM48A	family with sequence similarity 48, member A	1080819	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13073	FAM48B1	family with sequence similarity 48, member B1	904585	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13074	FAM48B2	family with sequence similarity 48, member B2	862832	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13075	FAM49B	family with sequence similarity 49, member B	457164	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13076	FAM50B	family with sequence similarity 50, member B	262802	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13077	FAM53A	family with sequence similarity 53, member A	247858	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13078	FAM53B	family with sequence similarity 53, member B	414170	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13079	FAM54A	family with sequence similarity 54, member A	532607	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13080	FAM54B	family with sequence similarity 54, member B	384073	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13081	FAM55A	family with sequence similarity 55, member A	555756	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13082	FAM55B	family with sequence similarity 55, member B	554288	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13083	FAM55C	family with sequence similarity 55, member C	753337	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13084	FAM55D	family with sequence similarity 55, member D	743375	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13085	FAM57A	family with sequence similarity 57, member A	265389	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13086	FAM57B	family with sequence similarity 57, member B	276188	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13087	FAM58A	family with sequence similarity 58, member A	240701	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13088	FAM58B	family with sequence similarity 58, member B	313455	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13089	FAM59A	family with sequence similarity 59, member A	1143185	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13090	FAM5B	family with sequence similarity 5, member B	981660	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13091	FAM5C	family with sequence similarity 5, member C	1026728	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13092	FAM60A	family with sequence similarity 60, member A	299034	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13093	FAM63A	family with sequence similarity 63, member A	681483	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
